TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
77705MBRYF695IN	1306204700936	007440508	COPPER	TRI	2006	MABRY CASTINGS LTD	6531 INDUSTRIAL RD	BEAUMONT	JEFFERSON	TX	77705	YES	NO	NO	NO								331511	331111					29.993563	-94.196146	828369020								ADVANCED METALS GROUP LLC		Total usage for Copper at the facilty for the 2006 calendar year was 64,605 lbs.  The copper is in the castings that are created at the facility and leave the facility in the castings created.	NO	EHALL@MABRYCASTINGS.COM			YES	 	
48197FRDMTMCKEA	1306204711345	007439921	LEAD	PBT	2006	FORD MOTOR CO RAWSONVILLE PLANT	10300 TEXTILE RD	YPSILANTI	WASHTENAW	MI	48197	YES	NO	NO	NO								336312	336322					42.200294	-83.552669	039104922								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
23234CGNTR5001C	1306204711459	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2006	SPRUANCE GENCO LLC	5001 COMMERCE RD	RICHMOND	RICHMOND (CITY)	VA	23234	YES	NO	NO	NO								221112						37.453602	-77.436279									CALYPSO ENERGY HOLDINGS LLC		New Stack Test Data	NO	FRANK.HARRISON@RICHMONDCOGEN.COM			NO	 	
44036NVCRC1200E	1306204711550	N120	DIISOCYANATES	TRI	2006	INVACARE CORP ELYRIA OPERATIONS	1200 TAYLOR ST	ELYRIA	LORAIN	OH	44035	YES	NO	NO	NO								339999						41.37167	-82.07186	076916246										In prior years, Invacare has returned off-spec material to the vendor.  Although the vendor did not accept the off-spec material in the reporting year 2006, Invacare continues to make efforts towards discovering alternate means of pollution prevention.	NO	MMEDVIK@INVACARE.COM			NO	 	
48096FRDMT50000	1306204662009	000108883	TOLUENE	TRI	2006	FORD WIXOM ASSEMBLY PLANT	28801 WIXOM RD	WIXOM	OAKLAND	MI	483930001	YES	NO	NO	NO								336111						42.502046	-83.536361	074258849								FORD MOTOR CO	001344746	Ford Motor Company Commitment to the Environment   Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.    Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
02905RNBWM177GE	1306204662427	000079016	TRICHLOROETHYLENE	TRI	2006	IRA GREEN INC	177 GEORGIA AVE	PROVIDENCE	PROVIDENCE	RI	029054422	YES	NO	NO	NO								332813						41.79159	-71.40012											FUGITIVE EMISSIONS ARE ZERO.  ALL TCE EMISSIONS ARE THROUGH STACK, BECAUSE DEGREASER IS IN A ROOM SERVED WITH SEVERAL LOCAL VENTlLATION PICKUPS, ALL VENTING TO THE DUST COLLECTOR VENT.	NO	JNEVCHERLIAN@IRAGREEN.COM			NO	 	
48184FRDMT37625	1306204667822	000107211	ETHYLENE GLYCOL	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37625	1306204667834	007439921	LEAD	PBT	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			YES	 	
48184FRDMT37625	1306204667846	N450	MANGANESE COMPOUNDS	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			YES	 	
48184FRDMT37625	1306204667859	000067561	METHANOL	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37625	1306204667861	000108101	METHYL ISOBUTYL KETONE	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37625	1306204667897	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37625	1306204667909	007632000	SODIUM NITRITE	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			YES	 	
48184FRDMT37625	1306204667911	000108883	TOLUENE	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37625	1306204667923	001330207	XYLENE (MIXED ISOMERS)	TRI	2006	FORD MOTOR COMPANY-WAYNE ASSEMBLY	37625 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336111						42.279007	-83.409062	005379706								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  ¿ Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.   ¿ Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37500	1306204668014	007440508	COPPER	TRI	2006	FORD MOTOR CO WAYNE INTEGRAL STAMPING	37500 VAN BORN	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336370						42.26619	-83.40912	985573898								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			YES	 	
48184FRDMT37500	1306204668026	000100414	ETHYLBENZENE	TRI	2006	FORD MOTOR CO WAYNE INTEGRAL STAMPING	37500 VAN BORN	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336370						42.26619	-83.40912	985573898								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37500	1306204668040	000071363	N-BUTYL ALCOHOL	TRI	2006	FORD MOTOR CO WAYNE INTEGRAL STAMPING	37500 VAN BORN	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336370						42.26619	-83.40912	985573898								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
47660BRDNMRTE3B	1306204701371	000079016	TRICHLOROETHYLENE	TRI	2006	BRIDON AMERICAN CORP	COUNTY RD 200 S	OAKLAND CITY	GIBSON	IN	476600067	YES	NO	NO	NO								332618						38.32661	-87.34471	115958472								BRIDON AMERICAN CORP	061329017	N/A	NO	PYOUNG@BRIDONAMERICAN.COM			NO	 	
14850MPLNC41DUT	1306204706535	007439921	LEAD	PBT	2006	MPL INC	41 DUTCH MILL RD	ITHACA	TOMPKINS	NY	14850	YES	NO	NO	NO								334418						42.507848	-76.468776	943655621										Gradual migration to Lead Free printed circuit boards, components and processes.	NO	SHANE@MPLINC.COM			YES	 	
44012FRDMT650MI	1306204723011	N230	CERTAIN GLYCOL ETHERS	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723023	007440508	COPPER	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
44012FRDMT650MI	1306204723047	000100414	ETHYLBENZENE	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723050	000107211	ETHYLENE GLYCOL	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723086	000067561	METHANOL	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723100	000071363	N-BUTYL ALCOHOL	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723112	N511	NITRATE COMPOUNDS	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723124	007632000	SODIUM NITRITE	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
44012FRDMT650MI	1306204723151	N982	ZINC COMPOUNDS	TRI	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				YES	 	
44012FRDMT650MI	1306204723163	000191242	BENZO(G,H,I)PERYLENE	PBT	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
44012FRDMT650MI	1306204723175	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2006	FORD MOTOR  CO - OHIO ASSEMBLY PLANT	650 MILLER RD	AVON LAKE	LORAIN	OH	44012	YES	NO	NO	NO								336112						41.485887	-82.06158	020626669								FORD MOTOR CO	001344746	Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO				NO	 	
97062GYLRD10900	1306204739546	007440473	CHROMIUM	TRI	2006	GAYLORD INDUSTRIES	10900 SW AVERY ST	TUALATIN	WASHINGTON	OR	970628578	YES	NO	NO	NO								333319						45.37162	-122.78794									ILLINOIS TOOL WORKS INC		Implemented better training programs, which led to less rework.  This in turn reduced the amount of scrap metal sent out for recycling.	NO	BRIAN.PIERI@GAYLORDUSA.COM			YES	 	
97062GYLRD10900	1306204739559	007439965	MANGANESE	TRI	2006	GAYLORD INDUSTRIES	10900 SW AVERY ST	TUALATIN	WASHINGTON	OR	970628578	YES	NO	NO	NO								333319						45.37162	-122.78794									ILLINOIS TOOL WORKS INC		Implemented better training programs, which led to less rework.  This in turn reduces the amount of scrap metal sent out for recycling.	NO	BRIAN.PIERI@GAYLORDUSA.COM			YES	 	
48184FRDMT37500	1306204668053	007440020	NICKEL	TRI	2006	FORD MOTOR CO WAYNE INTEGRAL STAMPING	37500 VAN BORN	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336370						42.26619	-83.40912	985573898								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			YES	 	
48184FRDMT37500	1306204668065	000108883	TOLUENE	TRI	2006	FORD MOTOR CO WAYNE INTEGRAL STAMPING	37500 VAN BORN	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336370						42.26619	-83.40912	985573898								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
48184FRDMT37500	1306204668077	001330207	XYLENE (MIXED ISOMERS)	TRI	2006	FORD MOTOR CO WAYNE INTEGRAL STAMPING	37500 VAN BORN	WAYNE	WAYNE	MI	48184	NO	YES	NO	NO								336370						42.26619	-83.40912	985573898								FORD MOTOR CO	001344746	Pollution Prevention Statement for Reporting Year 2006  Part II:  Section 8.11 Optional Information on Source Reduction, Ford Motor Company Commitment to the Environment  Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment.  The Company has committed to the International Chamber of Commerce "Principles for Environmental Management" and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES).  Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting.  Ford is committed to pollution prevention.  All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.	NO	JMURRAY6@FORD.COM			NO	 	
