TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
07101NHSRB200US	1305203696036	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	ANHEUSER-BUSCH INC NEWARK BR EWERY	200 US HWY ONE	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO	2082							312120						40.693625	-74.195918	006288799								ANHEUSER-BUSCH INBEV	098630254	134 Lbs of PAC's other wise used is a result of combustion of Diesel #2 Fuel Oil and the appropriate emission factor.  The emission is a direct result of increase in volume of #2 fuel oil used.	NO	DAVID.TAYLOR@ANHEUSER-BUSCH.COM			NO	 	
19605GNRLBSPRIN	1305203696214	N420	LEAD COMPOUNDS	PBT	2005	EXIDE TECHNOLOGIES	SPRING VALLEY RD & NOLAN ST	READING	BERKS	PA	19605	NO	YES	NO	NO	3341							331492						40.379167	-75.913333	061102356	038009866	PAD990753089		PA0014672				EXIDE TECHNOLOGIES	038009866	The Smelter Operates 4 furnaces which emit metals and sulfur dioxide.  Gases are cooled in a series of tubes.  Then fabric filter baghouses are used to control metals particulate.  Wet Scrubbers are then used to control sulfur dioxide (SO2).  Emission Control Sludge (ECS) is generated from the scrubbing of SO2 with lime (CAOH) slurry, resulting in a gypsum (CASO4) sludge with some metals.  We replaced all the filter bags in our baghouses cell by cell with a new bag design which has three rings throughout the length of the bags.  The rings prevent the bags from collapsing, thereby reducing the chances of clogging and eventually tearring.  This has led to increased baghouse efficiencies and a reduction of lead escaping the baghouses into the scrubbing system and being sent offsite in our ECS wastestream from 338,698 lbs in 2004 to 30,655 lbs. in 2005.  This change also reduced all other metals, associated with our process, in the ECS.	NO	FRED.GANSTER@EXIDE.COM			YES	 	
49913CLMTL25830	1305203691365	007439921	LEAD	PBT	2005	CALUMET ELECTRONICS CORP	25830 DEPOT ST	CALUMET	HOUGHTON	MI	49913	YES	NO	NO	NO	3672							334412						47.238244	-88.445125	050546225										Installed equipment that puts alternative surface finishes (Lead-free solder, Nickel/Gold, and Silver) on printed circuitboards.  These steps have been taken to follow the Lead-free RoHS directives from the EU.	NO	SVAIRO@CALUMETELECTRONICS.COM			YES	 	
24060FDRLMRT460	1305203691377	007429905	ALUMINUM (FUME OR DUST)	TRI	2005	FEDERAL-MOGUL CORP	300 INDUSTRIAL PARK RD SE	BLACKSBURG	MONTGOMERY	VA	240606699	YES	NO	NO	NO	3714							336350						37.193697	-80.401381	054039961		VAD054039961		VA0089991	VAR520247			FEDERAL MOGUL CORP	006557045	IN 2006 WE ARE RECEIVING A NEW BONDING LINE AND EXPECT ALUMINUM DUST GENERATION TO INCREASE AS A RESULT.	NO	BRIAN.THRUSH@FEDERALMOGUL.COM			YES	 	
24060FDRLMRT460	1305203691415	N420	LEAD COMPOUNDS	PBT	2005	FEDERAL-MOGUL CORP	300 INDUSTRIAL PARK RD SE	BLACKSBURG	MONTGOMERY	VA	240606699	YES	NO	NO	NO	3714							336350						37.193697	-80.401381	054039961		VAD054039961		VA0089991	VAR520247			FEDERAL MOGUL CORP	006557045	FACILITY IS INVOLVED IN NPEP FOR THIS CHEMICAL.  PROGRESS GREATLY DEPENDENT UPON CUSTOMER ORDERS OF LEADED PRODUCTS. NO MORE ELECTROPLATING USING LEAD OCCURRED IN 2005 OR IS PLANNED IN FUTURE.	NO	BRIAN.THRUSH@FEDERALMOGUL.COM			YES	 	
49913CLMTL25830	1305203691454	N740	SILVER COMPOUNDS	TRI	2005	CALUMET ELECTRONICS CORP	25830 DEPOT ST	CALUMET	HOUGHTON	MI	49913	YES	NO	NO	NO	3672							334412						47.238244	-88.445125	050546225										We have contracted a company to reclaim this chemical in one of our waste streams in 2006.	NO	SVAIRO@CALUMETELECTRONICS.COM			YES	 	
73112LTTLG3810N	1305203717386	007440508	COPPER	TRI	2005	FRANKLIN ELECTRIC WATER TRANSFER SYSTEMS	3810 N TULSA AVE	OKLAHOMA CITY	OKLAHOMA	OK	73112	YES	NO	NO	NO	3561							333911						35.509076	-97.592275	007189699								FRANKLIN ELECTRIC CO	005161674	Increase in recycling of scrap copper sent to Metal recycler instead of landfill	NO	CLAMAR@FELE.COM			YES	 	
73112LTTLG3810N	1305203717398	007439921	LEAD	PBT	2005	FRANKLIN ELECTRIC WATER TRANSFER SYSTEMS	3810 N TULSA AVE	OKLAHOMA CITY	OKLAHOMA	OK	73112	YES	NO	NO	NO	3561							333911						35.509076	-97.592275	007189699								FRANKLIN ELECTRIC CO	005161674	Reduced or removed the amounts of lead in the products used.  Continued to recycle as much metal containing lead, as possible.	NO	CLAMAR@FELE.COM			YES	 	
19034MCNLCCAMPH	1305203727425	000191242	BENZO(G,H,I)PERYLENE	PBT	2005	MCNEIL CONSUMER HEALTHCARE	7050 CAMPHILL RD	FORT WASHINGTON	MONTGOMERY	PA	19034	YES	NO	NO	NO	2834							325412						40.125256	-75.209023	002347102								JOHNSON & JOHNSON INC	001307081	Chemical is an impurity in fuel oil.	NO	BMACHT1@ITS.JNJ.COM			NO	 	
19034MCNLCCAMPH	1305203727437	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	MCNEIL CONSUMER HEALTHCARE	7050 CAMPHILL RD	FORT WASHINGTON	MONTGOMERY	PA	19034	YES	NO	NO	NO	2834							325412						40.125256	-75.209023	002347102								JOHNSON & JOHNSON INC	001307081	Chemical is an impurity in fuel oil.	NO	BMACHT1@ITS.JNJ.COM			NO	 	
18044SHLNDRD4IS	1305203681349	000107211	ETHYLENE GLYCOL	TRI	2005	AIR PRODUCTS ECD	400 ISLAND PARK RD	EASTON	NORTHAMPTON	PA	18042	YES	NO	NO	NO	2819	2869						325199						40.655833	-75.243889	043394683								AIR PRODUCTS & CHEMICALS INC	003001070	Install double block and bleed system on process tanks to minimize need for rinsing when performing tank and pump maintenance.	NO	COHOONCE@AIRPRODUCTS.COM			NO	 	
18044SHLNDRD4IS	1305203681352	000872504	N-METHYL-2-PYRROLIDONE	TRI	2005	AIR PRODUCTS ECD	400 ISLAND PARK RD	EASTON	NORTHAMPTON	PA	18042	YES	NO	NO	NO	2819	2869						325199						40.655833	-75.243889	043394683								AIR PRODUCTS & CHEMICALS INC	003001070	Double block and bleed on process tanks to minimze waste water from flushing.	NO	COHOONCE@AIRPRODUCTS.COM			NO	 	
72301CPSCHBRIDG	1305203701937	000124403	DIMETHYLAMINE	TRI	2005	BASF CORP	100 BRIDGEPORT RD	WEST MEMPHIS	CRITTENDEN	AR	723016413	YES	NO	NO	NO	2869							325192						35.136057	-90.096893	002141190								BASF CORP	001307032	For years, Ciba has reported DMA treatment in an on-site WWTP based on available analytical data, which was not always in agreement with what is known about site processes.  In some cases, the DMA analysis revealed levels that would cause significant odors and exposure issues at the plant (neither of which were the case) and sometimes impossible based on the amount that would have been released.  In 2005, Ciba retained an analytical laboratory which could analyze for DMA using a more refined method.  The new analysis showed a signficantly reduced, but more realistic, level of DMA treated in the on-site WWTP.	NO	PETER.HENIGE@BASF.CCOM			NO	 	
94063RYCHM2555B	1305203712132	001163195	DECABROMODIPHENYL OXIDE	TRI	2005	TYCO THERMAL CONTROLS	2555 BAY RD	REDWOOD CITY	SAN MATEO	CA	94063	YES	NO	NO	NO	3357							335931						37.484459	-122.208931	883536591								TYCO INTERNATIONAL LTD		We produce plastic coated  conductor wire.  We previously sent all of the plastic bleed scrap to landfill.  Starting just prior to RY2005 a vendor was contracted that recycles both the conductor wire and plastic.  This resulted in a drastic reduction of material sent to a landfill.	NO	BRAD.FAULCONER@TYCOTHERMAL.COM			NO	 	
94063RYCHM2555B	1305203712144	N982	ZINC COMPOUNDS	TRI	2005	TYCO THERMAL CONTROLS	2555 BAY RD	REDWOOD CITY	SAN MATEO	CA	94063	YES	NO	NO	NO	3357							335931						37.484459	-122.208931	883536591								TYCO INTERNATIONAL LTD		We produce plastic coated  conductor wire.  We previously sent all of the plastic bleed scrap to landfill.  Starting just prior to RY2005 a vendor was contracted that recycles both the conductor wire and plastic.  This resulted in a drastic reduction of material sent to a landfill.	NO	BRAD.FAULCONER@TYCOTHERMAL.COM			YES	 	
60101KRCKC401SR	1305203722778	007440508	COPPER	TRI	2005	KRACK CORP	401 S ROHLWING RD	ADDISON	DUPAGE	IL	60101	YES	NO	NO	NO	3585							333415						41.91895	-88.0323	045307337								INGERSOLL RAND	054976795	NA	NO	TOM_WIND@IRCO.COM			YES	 	
38652PPRMP795CO	1305203727969	N511	NITRATE COMPOUNDS	TRI	2005	WORTHINGTON CYLINDERS MISSISSIPPI	795  BARKLEY DR	NEW ALBANY	UNION	MS	38652	YES	NO	NO	NO	3463	3462						332112						34.518889	-89.0025									WORTHINGTON INDUSTRIES INC		Source reduction program began in April 2006. Reduction consist of finding ways to reduce the carry-over on the cleaning lines of Nitric Acid which is subsequently converted to nitrates. Both chemical replacement (reduction) and engineering changes are being conducted. Goal is to reduce Nitrates in discharge water to 25 PPM (as N2) by 2007.	NO	CMLYTTLE@WORTHINGTONINDUSTRIES.COM			NO	 	
77515BNCHM3000T	1305203676440	007439921	LEAD	PBT	2005	BENCHMARK ELECTRONICS INC	3000 TECHNOLOGY DR	ANGLETON	BRAZORIA	TX	77515	YES	NO	NO	NO	3679							334412						29.20662	-95.43593	024792194										Currently, our Engineering department and Corporate Engineering Counsel is making conversions to a "lead" free process.  We will continue to enhance our program and enlist our customers into the new RoHS compliant materials.	NO	HUGO.HAUSSNER@BENCH.COM			YES	 	
56320CLDSP32S3R	1305203712777	N495	NICKEL COMPOUNDS	TRI	2005	COLD SPRING GRANITE MAIN PLANT	202 S 3RD AVE	COLD SPRING	STEARNS	MN	56320	YES	NO	NO	NO	3281							327991						45.453598	-94.427369	006159008								COLD SPRING GRANITE CO	006159008	Cold Spring Granite Company identified the need to report the use of certain chemicals in the second quarter of 2005.  We filed the appropriate reports by July 1, 2005 for 2004 and the pervious years as required.  We created our Toxic Pollution Prevention Plan prior to the end of 2005 for 2006.  Thus we have no results to report for 2005.  W89 - Our plan is to have a majority of anchors fabricated by an independent firm instead of by Cold Spring Granite Company.	NO				YES	 	
74363GLPCHHIGHW	1305203728581	007782505	CHLORINE	TRI	2005	UMICORE OPTICAL MATERIALS USA INC	2976 S 614 RD	QUAPAW	OTTAWA	OK	743631884	YES	NO	NO	NO	3341							325188						36.967917	-94.751389	137534884								UMICORE USA INC	877383752	Process conversion from product synthesis using primarily hydrochloric acid to product synthesis using primarily chlorine gas.	NO	DENNIS.THOMAS@AM.UMICORE.COM			NO	 	
60608YTSMN1615W	1305203745423	000080057	4,4'-ISOPROPYLIDENEDIPHENOL	TRI	2005	REMET CORP	1615 W 15TH ST	CHICAGO	COOK	IL	60608	YES	NO	NO	NO	2899							339999						41.861436	-87.666614	059384792								REMET CORP	059384792	For Section 8:  Facility burned down on October 18, 2005. Facility has not been rebuilt. There are currently no plans to rebuild at this site.	NO				NO	 	
00683BXTRHRD122	1305203671122	000075092	DICHLOROMETHANE	TRI	2005	FENWAL BLOOD TECHNOLOGIES	RD 122 KM 05	SAN GERMAN	SAN GERMAN	PR	00683	YES	NO	NO	NO	3841							325412						18.07839	-67.035973									FENWAL INTERNATIONAL INC	794519020	During year 2005 some manufacturing machines that used methylene chloride were removed from the process. Also a project for substitution of ultrasonic welding instead of solvent bonding was validated.	NO	FRANK.COSMO@FENWALINC.COM			NO	 	
29502STNCNOLDGE	1305203692583	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2005	SMURFIT-STONE CONTAINER CORP	7320 MILL RD	FLORENCE	FLORENCE	SC	29506	YES	NO	NO	NO	2631	2621						322130						34.18	-79.779999	045452224								SMURFIT-STONE CONTAINER CONTAINER CORP	617225727	In section 6.2 the facility used code M56 for energy recovery.  I used this code because the DDLC is in the ash that leaves the site.  This ash is fired in a cement kiln for energy recovery.	NO	SGOODALL@SMURFIT.COM			NO	 	
29502STNCNOLDGE	1305203692619	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	SMURFIT-STONE CONTAINER CORP	7320 MILL RD	FLORENCE	FLORENCE	SC	29506	YES	NO	NO	NO	2631	2621						322130						34.18	-79.779999	045452224								SMURFIT-STONE CONTAINER CONTAINER CORP	617225727	In section 6.2 the facility used code M56 for energy recovery.  I used this code because the PAC is in the ash that leaves the site.  This ash is fired in a cement kiln for energy recovery.	NO	SGOODALL@SMURFIT.COM			NO	 	
29502STNCNOLDGE	1305203692621	N420	LEAD COMPOUNDS	PBT	2005	SMURFIT-STONE CONTAINER CORP	7320 MILL RD	FLORENCE	FLORENCE	SC	29506	YES	NO	NO	NO	2631	2621						322130						34.18	-79.779999	045452224								SMURFIT-STONE CONTAINER CONTAINER CORP	617225727	In section 6.2 the facility used code M99 for unknown.  The facility believed it should have been M56 for energy recovery.  I used this code because the l&lcmpds is in the ash that leaves the site.  This ash is fired in a cement kiln for energy recovery.	NO	SGOODALL@SMURFIT.COM			YES	 	
29502STNCNOLDGE	1305203692645	N982	ZINC COMPOUNDS	TRI	2005	SMURFIT-STONE CONTAINER CORP	7320 MILL RD	FLORENCE	FLORENCE	SC	29506	YES	NO	NO	NO	2631	2621						322130						34.18	-79.779999	045452224								SMURFIT-STONE CONTAINER CONTAINER CORP	617225727	In section 6.2 the facility used code M99 for unknown.  The facility believed it should have been M56 for energy recovery.  The facility used this code because the Zinc cmpds are in the ash that leaves the site.  This ash is fired in a cement kiln for energy recovery.	NO	SGOODALL@SMURFIT.COM			YES	 	
26547HLLNCROUTE	1305203723844	000050000	FORMALDEHYDE	TRI	2005	SUPERIOR FIBERS	RT 92 S PO BOX 478	REEDSVILLE	PRESTON	WV	26547	YES	NO	NO	NO	3231							327215						39.541821	-79.800755	084770148								SUPERIOR FIBERS LLC		Thermal Oxidizer installed	NO	CNESTOR@SUPERIORFIBERS.COM			NO	 	
07104RDLLT849BR	1305203723871	000191242	BENZO(G,H,I)PERYLENE	PBT	2005	SETON CO LEATHER DIV	849 BROADWAY	NEWARK	ESSEX	NJ	07104	YES	NO	NO	NO	3111							316110						40.778564	-74.156388	002147312								SETON CO	002147312	Due to relocation and consolidation activities throughout the company, this facility's operations and processes have been substantially reduced with plans of complete plant shutdown in upcoming months. Hence, the noticeable reduction in the use of TRI chemicals.	NO				NO	 	
07104RDLLT849BR	1305203723883	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	SETON CO LEATHER DIV	849 BROADWAY	NEWARK	ESSEX	NJ	07104	YES	NO	NO	NO	3111							316110						40.778564	-74.156388	002147312								SETON CO	002147312	This facilty's operations and processes have been substantially reduced and limited into a re-tanning and coloring process only since January 2004 before its complete shutdown in upcoming months. Hence, the noticeable reduction in the use of TRI regulated materials and their release quantities in 2005.	NO				YES	 	
07104RDLLT849BR	1305203723895	000064186	FORMIC ACID	TRI	2005	SETON CO LEATHER DIV	849 BROADWAY	NEWARK	ESSEX	NJ	07104	YES	NO	NO	NO	3111							316110						40.778564	-74.156388	002147312								SETON CO	002147312	This facility's operations have been substantially reduced and limited to re-tanning and coloring processes since January 2004 before its shutdown in the upcoming months. Hence, the noticeable reduction in the use of TRI regulated chemicals and release quantities in 2005.	NO				NO	 	
37406SYNRC2003A	1305203729088	N230	CERTAIN GLYCOL ETHERS	TRI	2005	PATHWAY POLYMERS	2003 CURTAIN POLE RD	CHATTANOOGA	HAMILTON	TN	37406	YES	NO	NO	NO	2821							325211						35.06118	-85.274261	174399340								BRITISH VITA	174399340	Product recertification process and shutdown of primary user area.	NO	JOEDANULES@PATHWAYPOLYMERS.COM			NO	 	
98270CRWNP6STAT	1305203745839	007439921	LEAD	PBT	2005	INTERFOR PACIFIC MARYSVILLE	60 STATE AVE	MARYSVILLE	SNOHOMISH	WA	98270	YES	NO	NO	NO	2421							321113						48.048036	-122.177126	172385192								INTERNATIONAL FOREST PRODUCTS LTD	206213688	Facility was permanently shut down in December 2005.	NO				YES	 	
77536SFTYK2027B	1305203666476	007664417	AMMONIA	TRI	2005	CLEAN HARBORS DEER PARK LLC	2027 INDEPENDENCE PKWY S	LA PORTE	HARRIS	TX	77571	YES	NO	NO	NO	4953							562211						29.729167	-95.095278	157793639								CLEAN HARBORS INC	157793639	Increase in ammonia emissions are due to excess ammonia "slip" from Selective Catalytic Reduction Units used to remove ~95% of nitrgoen oxides (NOx) from stack emissions.	NO	EAST.JAMES@CLEANHARBORS.COM			NO	 	
03820DVDSTPOBOX	1305203677606	N495	NICKEL COMPOUNDS	TRI	2005	COLLINS & AIKMAN TOOLING & EQUIPMENT GROUP	16 INDUSTRIAL PARK DR	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO	3714							332813						43.187262	-70.899652	175744580								COLLINS & AIKMAN	198492514	Production quanities have changed which effect the Possible Errors #206 & #913 concerning a more than 5% difference from the calculated quanity.	NO				YES	 	
97302RLNCN1660C	1305203703297	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
97302RLNCN1660C	1305203703309	N230	CERTAIN GLYCOL ETHERS	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
97302RLNCN1660C	1305203703323	000067561	METHANOL	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
97302RLNCN1660C	1305203703335	000108101	METHYL ISOBUTYL KETONE	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
97302RLNCN1660C	1305203703347	000071363	N-BUTYL ALCOHOL	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
97302RLNCN1660C	1305203703350	000108883	TOLUENE	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
97322PRDCT283FE	1305203740535	000067561	METHANOL	TRI	2005	PRODUCT DEVELOPMENT CENTER	2830 FERRY AVE SW	ALBANY	LINN	OR	97322	YES	NO	NO	NO	2869							325199						44.615289	-123.101644									ABSORBENT TECHNOLOGIES INC	134979306	A closed loop dryer will replace the existing dryer. This will reduce point source methanol from 20,200 lbs/yr to less than 4,000 lbs/yr. Installation will be completed during July 2006.	NO	RCODDINGTON@ZEBA.COM			NO	 	
60443KZRSN21625	1305203671920	000107211	ETHYLENE GLYCOL	TRI	2005	HEXION SPECIALTY CHEMICALS INC.	21625 OAK ST	MATTESON	COOK	IL	60443	YES	NO	NO	NO	2851							325510						41.496906	-87.701624	001338797								HEXION SPECIALTY CHEMICALS INC	001338797	This facility is scheduled to close on October 31st, 2006, so there will not be any TRI activity beyond the 2006 reporting year.	NO				NO	 	
99362WLLWL405WO	1305203703754	007440508	COPPER	TRI	2005	WALLA WALLA FOUNDRY INC.	405 WOODLAND AVE	WALLA WALLA	WALLA WALLA	WA	99362	YES	NO	NO	NO	3366							331525						46.06547	-118.362727	051517910										By-product of materials that needed to be recycled off-site for 2005 usage were not actually sent until Jan. 2006.  Those amounts and numbers will be included in the EPA Form R report for 2006 usage to correspond with the dates of activity.	NO	DAVE@WALLAWALLAFOUNDRY.COM			YES	 	
56320CLDSP17434	1305203714086	N450	MANGANESE COMPOUNDS	TRI	2005	COLD SPRING GRANITE - WEST	17482 GRANITE W RD	COLD SPRING	STEARNS	MN	56320	YES	NO	NO	NO	3281							327991						45.451109	-94.474044	006159008								COLD SPRING GRANITE	006159008	Cold Spring Granite Company identified the need to report the use of certain chemicals in the second quarter of 2005.  We filed the appropriate reports by July 1, 2005 for 2004 and the pervious years as required.  We created our Toxic Pollution Prevention Plan prior to the end of 2005 for 2006.  Thus we have no results to report for 2005.	NO	SJENSEN@COLDSPRINGGRANITE.COM			YES	 	
56320CLDSP17434	1305203714100	N420	LEAD COMPOUNDS	PBT	2005	COLD SPRING GRANITE - WEST	17482 GRANITE W RD	COLD SPRING	STEARNS	MN	56320	YES	NO	NO	NO	3281							327991						45.451109	-94.474044	006159008								COLD SPRING GRANITE	006159008	Cold Spring Granite Company identified the need to report the use of certain chemicals in the second quarter of 2005.  We filed the appropriate reports by July 1, 2005 for 2004 and the pervious years as required.  We created our Toxic Pollution Prevention Plan prior to the end of 2005 for 2006.  Thus we have no results to report for 2005.	NO	SJENSEN@COLDSPRINGGRANITE.COM			YES	 	
29116THYLCCANNO	1305203724721	007664417	AMMONIA	TRI	2005	ALBEMARLE CORP	725 CANNON BRIDGE RD	ORANGEBURG	ORANGEBURG	SC	29115	YES	NO	NO	NO	2869	2834						325199						33.472222	-80.87361	847648052								ALBEMARLE CORP	825080096	Albemarle Corporation identified a beneficial use for the ammonium chloride solution.  This has resulted in a significant reduction in ammonia stripper operations and in turn significantly reduced air emissions of ammonia.	NO	TYLER.WINDSOR@ALBEMARLE.COM			NO	 	
79905LPSRF6500T	1305203720038	000106990	1,3-BUTADIENE	TRI	2005	WESTERN EL PASO REFINERY	6500 TROWBRIDGE DR	EL PASO	EL PASO	TX	79905	YES	NO	NO	NO	2911							324110						31.768889	-106.401667	849237532		TXR000027979						WESTERN REFINING INC		Pollution Control Activities:  1. Western has installed instrumentation to more accurately calculate emissions from the South Plant Flare.  This accounts for the emission increase for this constituent.   2. Western has initiated the installation of a flare gas recovery system on the South Plant Main Flare to reduce the quantity of these emissions, pursuant to Texas Commission on Environmental Quality Flexible Permit No. 18897, Special Condition 12.B. The recovery system startup is scheduled in 2007.	NO	GARY.HANSON@WNR.COM			NO	 	
79905LPSRF6500T	1305203720089	000110827	CYCLOHEXANE	TRI	2005	WESTERN EL PASO REFINERY	6500 TROWBRIDGE DR	EL PASO	EL PASO	TX	79905	YES	NO	NO	NO	2911							324110						31.768889	-106.401667	849237532		TXR000027979						WESTERN REFINING INC		Pollution Control Activities:  1.  Western has installed instrumentation to more accurately calculate emissions from the South Plant Flare.  This accounts for the emission increase for this constituent.   2.  Western has initiated the installation of a flare gas recovery system on the South Plant Main Flare to reduce the quantity of these emissions, pursuant to Texas Commission on Environmental Quality Flexible Permit No. 18897, Special Condition 12.B. The recovery system startup is scheduled in 2007.	NO	GARY.HANSON@WNR.COM			NO	 	
79905LPSRF6500T	1305203720141	000110543	N-HEXANE	TRI	2005	WESTERN EL PASO REFINERY	6500 TROWBRIDGE DR	EL PASO	EL PASO	TX	79905	YES	NO	NO	NO	2911							324110						31.768889	-106.401667	849237532		TXR000027979						WESTERN REFINING INC		Pollution Control Activities:  1.  Western has installed instrumentation to more accurately calculate emissions from the South Plant Flare.  This accounts for the emission increase for this constituent.   2.  Western has initiated the installation of a flare gas recovery system on the South Plant Main Flare to reduce the quantity of these emissions, pursuant to Texas Commission on Environmental Quality Flexible Permit No. 18897, Special Condition 12.B. The recovery system startup is scheduled in 2007.	NO	GARY.HANSON@WNR.COM			NO	 	
76427RMRNNHWY38	1305203747023	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	AERO-MARINE ENGINEERING INC	708 W DEMPSEY ST ( HWY 380 W)	BRYSON	JACK	TX	76427	YES	NO	NO	NO	3479							332812						33.1575	-98.399444	626441869										Re-Formulation of product constituted elimination of Hazardeous Waste in large volume.	NO	DJONES@AME-TECHNICOAT.COM			NO	 	
31206RMSTR4520B	1305203672617	000050000	FORMALDEHYDE	TRI	2005	ARMSTRONG WORLD INDUSTRIES INC	4520 BROADWAY	MACON	BIBB	GA	31213	YES	NO	NO	NO	3999							339999						32.77462	-83.6517	003297413								ARMSTRONG WORLD INDUSTRIES INC	001307792	Introduced Six Sigma process control methods that reduced natural gas consumption per unit of production.	NO	WTHAHN@ARMSTRONG.COM			NO	 	
31206RMSTR4520B	1305203672629	007439921	LEAD	PBT	2005	ARMSTRONG WORLD INDUSTRIES INC	4520 BROADWAY	MACON	BIBB	GA	31213	YES	NO	NO	NO	3999							339999						32.77462	-83.6517	003297413								ARMSTRONG WORLD INDUSTRIES INC	001307792	Initiated implementation of Six Sigma process improvement and process control methods	NO	WTHAHN@ARMSTRONG.COM			YES	 	
56058CMBRX31496	1305203689005	000100425	STYRENE	TRI	2005	CAMBRIA PLANT	31496 CAMBRIA AVE	LE SUEUR	LE SUEUR	MN	56058	YES	NO	NO	NO	3281							327991						44.49328	-93.869316									CAMBRIA CO LLC		Modified raw material for lower styrene content.  Monitored spill areas; inspected and compared to inventory numbers.	NO	PAT.OLSON@CAMBRIAUSA.COM			NO	 	
79905LPSRF6500T	1305203720154	000091203	NAPHTHALENE	TRI	2005	WESTERN EL PASO REFINERY	6500 TROWBRIDGE DR	EL PASO	EL PASO	TX	79905	YES	NO	NO	NO	2911							324110						31.768889	-106.401667	849237532		TXR000027979						WESTERN REFINING INC		Pollution Control Activities:  1.  Western has installed instrumentation to more accurately calculate emissions from the South Plant Flare.  This accounts for the emission increase for this constituent.   2.  Western has initiated the installation of a flare gas recovery system on the South Plant Main Flare to reduce the quantity of these emissions, pursuant to Texas Commission on Environmental Quality Flexible Permit No. 18897, Special Condition 12.B. The recovery system startup is scheduled in 2007.	NO	GARY.HANSON@WNR.COM			NO	 	
44095CLFFM33800	1305203720469	N420	LEAD COMPOUNDS	PBT	2005	PARKER HANNIFIN CORP EASTLAKE	33800 LAKELAND BLVD	EASTLAKE	LAKE	OH	44095	YES	NO	NO	NO	3492							332721						41.630397	-81.447456	004175550								PARKER HANNIFIN CORP	004175550	NA	NO				YES	 	
